Proteins,Shigella,Salmonella,Entry name,Status,Protein names,Length
Q9H5V9,1,0,CX056_HUMAN,reviewed,UPF0428 protein CXorf56,222
Q9H694,1,0,BICC1_HUMAN,reviewed,Protein bicaudal C homolog 1 (Bic-C),974
Q9H6A9,1,0,PCX3_HUMAN,reviewed,Pecanex-like protein 3 (Pecanex homolog protein 3),2034
Q9H6F5,1,1,CCD86_HUMAN,reviewed,Coiled-coil domain-containing protein 86 (Cytokine-induced protein with coiled-coil domain),360
Q9H6H4,1,0,REEP4_HUMAN,reviewed,Receptor expression-enhancing protein 4,257
Q9H6K1,1,1,ILRUN_HUMAN,reviewed,Protein ILRUN (Inflammation and lipid regulator with UBA-like and NBR1-like domains protein),298
Q9H6S3,1,0,ES8L2_HUMAN,reviewed,Epidermal growth factor receptor kinase substrate 8-like protein 2 (EPS8-like protein 2) (Epidermal growth factor receptor pathway substrate 8-related protein 2) (EPS8-related protein 2),715
Q9H6T0,1,0,ESRP2_HUMAN,reviewed,Epithelial splicing regulatory protein 2 (RNA-binding motif protein 35B) (RNA-binding protein 35B),727
Q9H6T3,0,1,RPAP3_HUMAN,reviewed,RNA polymerase II-associated protein 3,665
Q9H6X2,0,1,ANTR1_HUMAN,reviewed,Anthrax toxin receptor 1 (Tumor endothelial marker 8),564
Q9H6Y2,1,0,WDR55_HUMAN,reviewed,WD repeat-containing protein 55,383
Q9H6Z4,1,1,RANB3_HUMAN,reviewed,Ran-binding protein 3 (RanBP3),567
Q9H788,1,1,SH24A_HUMAN,reviewed,SH2 domain-containing protein 4A (Protein SH(2)A) (Protein phosphatase 1 regulatory subunit 38),454
Q9H792,1,1,PEAK1_HUMAN,reviewed,Inactive tyrosine-protein kinase PEAK1 (Pseudopodium-enriched atypical kinase 1) (Sugen kinase 269) (Tyrosine-protein kinase SgK269),1746
Q9H7B2,1,0,RPF2_HUMAN,reviewed,Ribosome production factor 2 homolog (Brix domain-containing protein 1) (Ribosome biogenesis protein RPF2 homolog),306
Q9H7D0,0,1,DOCK5_HUMAN,reviewed,Dedicator of cytokinesis protein 5,1870
Q9H7D7,1,0,WDR26_HUMAN,reviewed,WD repeat-containing protein 26 (CUL4- and DDB1-associated WDR protein 2) (Myocardial ischemic preconditioning up-regulated protein 2),661
Q9H7F0,1,0,AT133_HUMAN,reviewed,Probable cation-transporting ATPase 13A3 (EC 7.2.2.-) (ATPase family homolog up-regulated in senescence cells 1),1226
Q9H7L9,0,1,SDS3_HUMAN,reviewed,Sin3 histone deacetylase corepressor complex component SDS3 (45 kDa Sin3-associated polypeptide) (Suppressor of defective silencing 3 protein homolog),328
Q9H7N4,1,1,SFR19_HUMAN,reviewed,Splicing factor, arginine/serine-rich 19 (SR-related C-terminal domain-associated factor 1) (SR-related and CTD-associated factor 1) (SR-related-CTD-associated factor) (SCAF) (Serine arginine-rich pre-mRNA splicing factor SR-A1) (SR-A1),1312
Q9H7P9,1,1,PKHG2_HUMAN,reviewed,Pleckstrin homology domain-containing family G member 2 (PH domain-containing family G member 2),1386
Q9H7Z7,1,1,PGES2_HUMAN,reviewed,Prostaglandin E synthase 2 (Membrane-associated prostaglandin E synthase-2) (mPGE synthase-2) (Microsomal prostaglandin E synthase 2) (mPGES-2) (Prostaglandin-H(2) E-isomerase) (EC 5.3.99.3) [Cleaved into: Prostaglandin E synthase 2 truncated form],377
Q9H832,1,0,UBE2Z_HUMAN,reviewed,Ubiquitin-conjugating enzyme E2 Z (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme Z) (Uba6-specific E2 conjugating enzyme 1) (Use1) (Ubiquitin carrier protein Z) (Ubiquitin-protein ligase Z),354
Q9H8G2,1,0,CAAP1_HUMAN,reviewed,Caspase activity and apoptosis inhibitor 1 (Conserved anti-apoptotic protein) (CAAP),361
Q9H8H0,1,0,NOL11_HUMAN,reviewed,Nucleolar protein 11,719
Q9H8V3,1,0,ECT2_HUMAN,reviewed,Protein ECT2 (Epithelial cell-transforming sequence 2 oncogene),914
Q9H8W4,1,0,PKHF2_HUMAN,reviewed,Pleckstrin homology domain-containing family F member 2 (PH domain-containing family F member 2) (Endoplasmic reticulum-associated apoptosis-involved protein containing PH and FYVE domains) (EAPF) (PH and FYVE domain-containing protein 2) (Phafin-2) (Phafin2) (Zinc finger FYVE domain-containing protein 18),249
Q9H8Y5,1,1,ANKZ1_HUMAN,reviewed,Ankyrin repeat and zinc finger domain-containing protein 1 (Zinc finger protein 744),726
Q9H910,1,1,JUPI2_HUMAN,reviewed,Jupiter microtubule associated homolog 2 (Hematological and neurological expressed 1-like protein) (HN1-like protein),190
Q9H9B1,1,0,EHMT1_HUMAN,reviewed,Histone-lysine N-methyltransferase EHMT1 (EC 2.1.1.-) (Euchromatic histone-lysine N-methyltransferase 1) (Eu-HMTase1) (G9a-like protein 1) (GLP) (GLP1) (Histone H3-K9 methyltransferase 5) (H3-K9-HMTase 5) (Lysine N-methyltransferase 1D),1298
Q9H9Q2,1,0,CSN7B_HUMAN,reviewed,COP9 signalosome complex subunit 7b (SGN7b) (Signalosome subunit 7b) (JAB1-containing signalosome subunit 7b),264
Q9H9T3,1,1,ELP3_HUMAN,reviewed,Elongator complex protein 3 (hELP3) (Protein lysine acetyltransferase ELP3) (EC 2.3.1.-) (tRNA uridine(34) acetyltransferase) (EC 2.3.1.-),547
Q9HA65,1,0,TBC17_HUMAN,reviewed,TBC1 domain family member 17,648
Q9HAU0,1,1,PKHA5_HUMAN,reviewed,Pleckstrin homology domain-containing family A member 5 (PH domain-containing family A member 5) (Phosphoinositol 3-phosphate-binding protein 2) (PEPP-2),1116
Q9HAU5,1,0,RENT2_HUMAN,reviewed,Regulator of nonsense transcripts 2 (Nonsense mRNA reducing factor 2) (Up-frameshift suppressor 2 homolog) (hUpf2),1272
Q9HAW4,0,1,CLSPN_HUMAN,reviewed,Claspin (hClaspin),1339
Q9HB09,1,0,B2L12_HUMAN,reviewed,Bcl-2-like protein 12 (Bcl2-L-12) (Bcl-2-related proline-rich protein),334
Q9HB19,1,0,PKHA2_HUMAN,reviewed,Pleckstrin homology domain-containing family A member 2 (PH domain-containing family A member 2) (Tandem PH domain-containing protein 2) (TAPP-2),425
Q9HB21,1,0,PKHA1_HUMAN,reviewed,Pleckstrin homology domain-containing family A member 1 (PH domain-containing family A member 1) (Tandem PH domain-containing protein 1) (TAPP-1),404
Q9HB58,1,0,SP110_HUMAN,reviewed,Sp110 nuclear body protein (Interferon-induced protein 41/75) (Speckled 110 kDa) (Transcriptional coactivator Sp110),689
Q9HB71,1,1,CYBP_HUMAN,reviewed,Calcyclin-binding protein (CacyBP) (hCacyBP) (S100A6-binding protein) (Siah-interacting protein),228
Q9HB90,0,1,RRAGC_HUMAN,reviewed,Ras-related GTP-binding protein C (Rag C) (RagC) (EC 3.6.5.-) (GTPase-interacting protein 2) (TIB929),399
Q9HBD4,1,0,Q9HBD4_HUMAN,unreviewed,SMARCA4 isoform 2 (SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4, isoform CRA_c) (Transcription activator BRG1),1679
Q9HBU6,1,0,EKI1_HUMAN,reviewed,Ethanolamine kinase 1 (EKI 1) (EC 2.7.1.82),452
Q9HC07,1,0,TM165_HUMAN,reviewed,Transmembrane protein 165 (Transmembrane protein PT27) (Transmembrane protein TPARL),324
Q9HC35,1,1,EMAL4_HUMAN,reviewed,Echinoderm microtubule-associated protein-like 4 (EMAP-4) (Restrictedly overexpressed proliferation-associated protein) (Ropp 120),981
Q9HCC9,1,0,LST2_HUMAN,reviewed,Lateral signaling target protein 2 homolog (hLst2) (Zinc finger FYVE domain-containing protein 28),887
Q9HCD5,1,0,NCOA5_HUMAN,reviewed,Nuclear receptor coactivator 5 (NCoA-5) (Coactivator independent of AF-2) (CIA),579
Q9HCD6,1,1,TANC2_HUMAN,reviewed,Protein TANC2 (Tetratricopeptide repeat, ankyrin repeat and coiled-coil domain-containing protein 2),1990
Q9HCE1,1,0,MOV10_HUMAN,reviewed,Helicase MOV-10 (EC 3.6.4.13) (Armitage homolog) (Moloney leukemia virus 10 protein),1003
Q9HCE3,1,0,ZN532_HUMAN,reviewed,Zinc finger protein 532,1301
Q9HCK5,1,0,AGO4_HUMAN,reviewed,Protein argonaute-4 (Argonaute4) (hAgo4) (Argonaute RISC catalytic component 4) (Eukaryotic translation initiation factor 2C 4) (eIF-2C 4) (eIF2C 4),861
Q9HCK8,0,1,CHD8_HUMAN,reviewed,Chromodomain-helicase-DNA-binding protein 8 (CHD-8) (EC 3.6.4.12) (ATP-dependent helicase CHD8) (Helicase with SNF2 domain 1),2581
Q9HCM4,1,0,E41L5_HUMAN,reviewed,Band 4.1-like protein 5,733
Q9HCN4,1,1,GPN1_HUMAN,reviewed,GPN-loop GTPase 1 (EC 3.6.5.-) (MBD2-interacting protein) (MBDin) (RNAPII-associated protein 4) (XPA-binding protein 1),374
Q9HCS5,1,0,E41LA_HUMAN,reviewed,Band 4.1-like protein 4A (Erythrocyte membrane protein band 4.1-like 4A) (Protein NBL4),686
Q9HCY8,1,0,S10AE_HUMAN,reviewed,Protein S100-A14 (S100 calcium-binding protein A14) (S114),104
Q9HD20,1,0,AT131_HUMAN,reviewed,Manganese-transporting ATPase 13A1 (EC 7.2.2.-),1204
Q9HD42,1,0,CHM1A_HUMAN,reviewed,Charged multivesicular body protein 1a (Chromatin-modifying protein 1a) (CHMP1a) (Vacuolar protein sorting-associated protein 46-1) (Vps46-1) (hVps46-1),196
Q9HD45,1,0,TM9S3_HUMAN,reviewed,Transmembrane 9 superfamily member 3 (EP70-P-iso) (SM-11044-binding protein),589
Q9NNW5,1,0,WDR6_HUMAN,reviewed,WD repeat-containing protein 6,1121
Q9NP72,1,0,RAB18_HUMAN,reviewed,Ras-related protein Rab-18,206
Q9NP74,1,0,PALMD_HUMAN,reviewed,Palmdelphin (Paralemmin-like protein),551
Q9NP77,1,1,SSU72_HUMAN,reviewed,RNA polymerase II subunit A C-terminal domain phosphatase SSU72 (CTD phosphatase SSU72) (EC 3.1.3.16),194
Q9NP97,0,1,DLRB1_HUMAN,reviewed,Dynein light chain roadblock-type 1 (Bithoraxoid-like protein) (BLP) (Dynein light chain 2A, cytoplasmic) (Dynein-associated protein Km23) (Roadblock domain-containing protein 1),96
Q9NPA3,0,1,M1IP1_HUMAN,reviewed,Mid1-interacting protein 1 (Gastrulation-specific G12-like protein) (Mid1-interacting G12-like protein) (Protein STRAIT11499) (Spot 14-related protein) (S14R) (Spot 14-R),183
Q9NPD8,1,1,UBE2T_HUMAN,reviewed,Ubiquitin-conjugating enzyme E2 T (EC 2.3.2.23) (Cell proliferation-inducing gene 50 protein) (E2 ubiquitin-conjugating enzyme T) (Ubiquitin carrier protein T) (Ubiquitin-protein ligase T),197
Q9NPF5,1,0,DMAP1_HUMAN,reviewed,DNA methyltransferase 1-associated protein 1 (DNMAP1) (DNMT1-associated protein 1),467
Q9NPH2,1,0,INO1_HUMAN,reviewed,Inositol-3-phosphate synthase 1 (IPS 1) (EC 5.5.1.4) (Myo-inositol 1-phosphate synthase) (MI-1-P synthase) (MIP synthase) (hIPS) (Myo-inositol 1-phosphate synthase A1) (hINO1),558
Q9NPI6,0,1,DCP1A_HUMAN,reviewed,mRNA-decapping enzyme 1A (EC 3.-.-.-) (Smad4-interacting transcriptional co-activator) (Transcription factor SMIF),582
Q9NPQ8,1,1,RIC8A_HUMAN,reviewed,Synembryn-A (Protein Ric-8A),531
Q9NQ29,0,1,LUC7L_HUMAN,reviewed,Putative RNA-binding protein Luc7-like 1 (Putative SR protein LUC7B1) (SR2604),371
Q9NQ34,1,1,TMM9B_HUMAN,reviewed,Transmembrane protein 9B,198
Q9NQ55,1,1,SSF1_HUMAN,reviewed,Suppressor of SWI4 1 homolog (Ssf-1) (Brix domain-containing protein 3) (Peter Pan homolog),473
Q9NQC3,1,1,RTN4_HUMAN,reviewed,Reticulon-4 (Foocen) (Neurite outgrowth inhibitor) (Nogo protein) (Neuroendocrine-specific protein) (NSP) (Neuroendocrine-specific protein C homolog) (RTN-x) (Reticulon-5),1192
Q9NQG5,1,1,RPR1B_HUMAN,reviewed,Regulation of nuclear pre-mRNA domain-containing protein 1B (Cell cycle-related and expression-elevated protein in tumor),326
Q9NQG6,0,1,MID51_HUMAN,reviewed,Mitochondrial dynamics protein MID51 (Mitochondrial dynamics protein of 51 kDa) (Mitochondrial elongation factor 1) (Smith-Magenis syndrome chromosomal region candidate gene 7 protein-like) (SMCR7-like protein),463
Q9NQS1,1,0,AVEN_HUMAN,reviewed,Cell death regulator Aven,362
Q9NQS7,0,1,INCE_HUMAN,reviewed,Inner centromere protein,918
Q9NQT4,0,1,EXOS5_HUMAN,reviewed,Exosome complex component RRP46 (Chronic myelogenous leukemia tumor antigen 28) (Exosome component 5) (Ribosomal RNA-processing protein 46) (p12B),235
Q9NQT5,1,0,EXOS3_HUMAN,reviewed,Exosome complex component RRP40 (Exosome component 3) (Ribosomal RNA-processing protein 40) (p10),275
Q9NQW6,1,0,ANLN_HUMAN,reviewed,Anillin,1124
Q9NQX3,0,1,GEPH_HUMAN,reviewed,Gephyrin [Includes: Molybdopterin adenylyltransferase (MPT adenylyltransferase) (EC 2.7.7.75) (Domain G); Molybdopterin molybdenumtransferase (MPT Mo-transferase) (EC 2.10.1.1) (Domain E)],736
Q9NQX7,1,0,ITM2C_HUMAN,reviewed,Integral membrane protein 2C (Cerebral protein 14) (Transmembrane protein BRI3) [Cleaved into: CT-BRI3],267
Q9NR09,1,1,BIRC6_HUMAN,reviewed,Baculoviral IAP repeat-containing protein 6 (EC 2.3.2.27) (BIR repeat-containing ubiquitin-conjugating enzyme) (BRUCE) (RING-type E3 ubiquitin transferase BIRC6) (Ubiquitin-conjugating BIR domain enzyme apollon) (APOLLON),4857
Q9NR12,0,1,PDLI7_HUMAN,reviewed,PDZ and LIM domain protein 7 (LIM mineralization protein) (LMP) (Protein enigma),457
Q9NR19,0,1,ACSA_HUMAN,reviewed,Acetyl-coenzyme A synthetase, cytoplasmic (EC 6.2.1.1) (Acetate--CoA ligase) (Acetyl-CoA synthetase) (ACS) (AceCS) (Acetyl-CoA synthetase 1) (AceCS1) (Acyl-CoA synthetase short-chain family member 2) (Acyl-activating enzyme) (Propionate--CoA ligase) (EC 6.2.1.17),701
Q9NR30,1,1,DDX21_HUMAN,reviewed,Nucleolar RNA helicase 2 (EC 3.6.4.13) (DEAD box protein 21) (Gu-alpha) (Nucleolar RNA helicase Gu) (Nucleolar RNA helicase II) (RH II/Gu),783
Q9NR31,1,1,SAR1A_HUMAN,reviewed,GTP-binding protein SAR1a (COPII-associated small GTPase),198
Q9NRA8,1,1,4ET_HUMAN,reviewed,Eukaryotic translation initiation factor 4E transporter (4E-T) (eIF4E transporter) (Eukaryotic translation initiation factor 4E nuclear import factor 1),985
Q9NRD1,1,0,FBX6_HUMAN,reviewed,F-box only protein 6 (F-box protein that recognizes sugar chains 2) (F-box/G-domain protein 2),293
Q9NRF2,0,1,SH2B1_HUMAN,reviewed,SH2B adapter protein 1 (Pro-rich, PH and SH2 domain-containing signaling mediator) (PSM) (SH2 domain-containing protein 1B),756
Q9NRF8,0,1,PYRG2_HUMAN,reviewed,CTP synthase 2 (EC 6.3.4.2) (CTP synthetase 2) (UTP--ammonia ligase 2),586
Q9NRG0,1,1,CHRC1_HUMAN,reviewed,Chromatin accessibility complex protein 1 (CHRAC-1) (Chromatin accessibility complex 15 kDa protein) (CHRAC-15) (HuCHRAC15) (DNA polymerase epsilon subunit p15),131
Q9NRG9,1,1,AAAS_HUMAN,reviewed,Aladin (Adracalin),546
Q9NRL2,1,0,BAZ1A_HUMAN,reviewed,Bromodomain adjacent to zinc finger domain protein 1A (ATP-dependent chromatin-remodeling protein) (ATP-utilizing chromatin assembly and remodeling factor 1) (hACF1) (CHRAC subunit ACF1) (Williams syndrome transcription factor-related chromatin-remodeling factor 180) (WCRF180) (hWALp1),1556
Q9NRL3,1,0,STRN4_HUMAN,reviewed,Striatin-4 (Zinedin),753
Q9NRN7,1,1,ADPPT_HUMAN,reviewed,L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase (EC 2.7.8.7) (4'-phosphopantetheinyl transferase) (Alpha-aminoadipic semialdehyde dehydrogenase-phosphopantetheinyl transferase) (AASD-PPT) (LYS5 ortholog),309
Q9NRR5,0,1,UBQL4_HUMAN,reviewed,Ubiquilin-4 (Ataxin-1 interacting ubiquitin-like protein) (A1Up) (Ataxin-1 ubiquitin-like-interacting protein A1U) (Connexin43-interacting protein of 75 kDa) (CIP75),601
Q9NRV9,1,0,HEBP1_HUMAN,reviewed,Heme-binding protein 1 (p22HBP),189
Q9NRW7,1,0,VPS45_HUMAN,reviewed,Vacuolar protein sorting-associated protein 45 (h-VPS45) (hlVps45),570
Q9NRX5,1,0,SERC1_HUMAN,reviewed,Serine incorporator 1 (Tumor differentially expressed protein 1-like) (Tumor differentially expressed protein 2),453
Q9NRY4,1,1,RHG35_HUMAN,reviewed,Rho GTPase-activating protein 35 (Glucocorticoid receptor DNA-binding factor 1) (Glucocorticoid receptor repression factor 1) (GRF-1) (Rho GAP p190A) (p190-A),1499
Q9NRZ9,1,0,HELLS_HUMAN,reviewed,Lymphoid-specific helicase (EC 3.6.4.-) (Proliferation-associated SNF2-like protein) (SWI/SNF2-related matrix-associated actin-dependent regulator of chromatin subfamily A member 6),838
Q9NS91,1,1,RAD18_HUMAN,reviewed,E3 ubiquitin-protein ligase RAD18 (EC 2.3.2.27) (Postreplication repair protein RAD18) (hHR18) (hRAD18) (RING finger protein 73) (RING-type E3 ubiquitin transferase RAD18),495
Q9NSD9,1,1,SYFB_HUMAN,reviewed,Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS),589
Q9NSE4,1,0,SYIM_HUMAN,reviewed,Isoleucine--tRNA ligase, mitochondrial (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS),1012
Q9NSK0,1,1,KLC4_HUMAN,reviewed,Kinesin light chain 4 (KLC 4) (Kinesin-like protein 8),619
Q9NTI5,1,1,PDS5B_HUMAN,reviewed,Sister chromatid cohesion protein PDS5 homolog B (Androgen-induced proliferation inhibitor) (Androgen-induced prostate proliferative shutoff-associated protein AS3),1447
Q9NTJ3,1,1,SMC4_HUMAN,reviewed,Structural maintenance of chromosomes protein 4 (SMC protein 4) (SMC-4) (Chromosome-associated polypeptide C) (hCAP-C) (XCAP-C homolog),1288
Q9NTM9,1,0,CUTC_HUMAN,reviewed,Copper homeostasis protein cutC homolog,273
Q9NTX7,0,1,RN146_HUMAN,reviewed,E3 ubiquitin-protein ligase RNF146 (EC 2.3.2.27) (Dactylidin) (Iduna) (RING finger protein 146) (RING-type E3 ubiquitin transferase RNF146),359
Q9NTZ6,1,0,RBM12_HUMAN,reviewed,RNA-binding protein 12 (RNA-binding motif protein 12) (SH3/WW domain anchor protein in the nucleus) (SWAN),932
Q9NU22,1,0,MDN1_HUMAN,reviewed,Midasin (Dynein-related AAA-ATPase MDN1) (MIDAS-containing protein),5596
Q9NU53,1,0,GINM1_HUMAN,reviewed,Glycoprotein integral membrane protein 1,330
Q9NUD5,1,0,ZCHC3_HUMAN,reviewed,Zinc finger CCHC domain-containing protein 3,403
Q9NUJ7,0,1,PLCX1_HUMAN,reviewed,PI-PLC X domain-containing protein 1,323
Q9NUM4,1,0,T106B_HUMAN,reviewed,Transmembrane protein 106B,274
Q9NUP9,1,0,LIN7C_HUMAN,reviewed,Protein lin-7 homolog C (Lin-7C) (Mammalian lin-seven protein 3) (MALS-3) (Vertebrate lin-7 homolog 3) (Veli-3),197
Q9NUQ2,1,0,PLCE_HUMAN,reviewed,1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon (EC 2.3.1.51) (1-acylglycerol-3-phosphate O-acyltransferase 5) (1-AGP acyltransferase 5) (1-AGPAT 5) (Lysophosphatidic acid acyltransferase epsilon) (LPAAT-epsilon),364
Q9NUQ3,1,1,TXLNG_HUMAN,reviewed,Gamma-taxilin (Environmental lipopolysaccharide-responding gene protein) (Factor inhibiting ATF4-mediated transcription) (FIAT) (Lipopolysaccharide-specific response protein 5),528
Q9NUQ6,0,1,SPS2L_HUMAN,reviewed,SPATS2-like protein (DNA polymerase-transactivated protein 6) (Stress granule and nucleolar protein) (SGNP),558
Q9NUQ9,1,0,CYRIB_HUMAN,reviewed,CYFIP-related Rac1 interactor B (L1),324
Q9NV06,1,0,DCA13_HUMAN,reviewed,DDB1- and CUL4-associated factor 13 (WD repeat and SOF domain-containing protein 1),445
Q9NV56,0,1,MRGBP_HUMAN,reviewed,MRG/MORF4L-binding protein (MRG-binding protein) (Up-regulated in colon cancer 4) (Urcc4),204
Q9NV88,1,1,INT9_HUMAN,reviewed,Integrator complex subunit 9 (Int9) (Protein related to CPSF subunits of 74 kDa) (RC-74),658
Q9NV92,1,0,NFIP2_HUMAN,reviewed,NEDD4 family-interacting protein 2 (NEDD4 WW domain-binding protein 5A) (Putative MAPK-activating protein PM04/PM05/PM06/PM07) (Putative NF-kappa-B-activating protein 413),336
Q9NV96,1,1,CC50A_HUMAN,reviewed,Cell cycle control protein 50A (P4-ATPase flippase complex beta subunit TMEM30A) (Transmembrane protein 30A),361
Q9NVD7,1,1,PARVA_HUMAN,reviewed,Alpha-parvin (Actopaxin) (CH-ILKBP) (Calponin-like integrin-linked kinase-binding protein) (Matrix-remodeling-associated protein 2),372
Q9NVF7,1,0,FBX28_HUMAN,reviewed,F-box only protein 28,368
Q9NVH1,1,1,DJC11_HUMAN,reviewed,DnaJ homolog subfamily C member 11,559
Q9NVH2,1,0,INT7_HUMAN,reviewed,Integrator complex subunit 7 (Int7),962
Q9NVH2-3,1,0,INT7_HUMAN,reviewed,Integrator complex subunit 7 (Int7),
Q9NVI1,1,1,FANCI_HUMAN,reviewed,Fanconi anemia group I protein (Protein FACI),1328
Q9NVJ2,1,1,ARL8B_HUMAN,reviewed,ADP-ribosylation factor-like protein 8B (ADP-ribosylation factor-like protein 10C) (Novel small G protein indispensable for equal chromosome segregation 1),186
Q9NVM6,1,0,DJC17_HUMAN,reviewed,DnaJ homolog subfamily C member 17,304
Q9NVM9,1,0,INT13_HUMAN,reviewed,Integrator complex subunit 13 (Cell cycle regulator Mat89Bb homolog) (Germ cell tumor 1) (Protein asunder homolog) (Sarcoma antigen NY-SAR-95),706
Q9NVR0,1,1,KLH11_HUMAN,reviewed,Kelch-like protein 11,708
Q9NVU0,1,1,RPC5_HUMAN,reviewed,DNA-directed RNA polymerase III subunit RPC5 (RNA polymerase III subunit C5) (DNA-directed RNA polymerase III 80 kDa polypeptide),708
Q9NVU7,1,1,SDA1_HUMAN,reviewed,Protein SDA1 homolog (Nucleolar protein 130) (SDA1 domain-containing protein 1) (hSDA),687
Q9NVW2,0,1,RNF12_HUMAN,reviewed,E3 ubiquitin-protein ligase RLIM (EC 2.3.2.27) (LIM domain-interacting RING finger protein) (RING finger LIM domain-binding protein) (R-LIM) (RING finger protein 12) (RING-type E3 ubiquitin transferase RLIM) (Renal carcinoma antigen NY-REN-43),624
Q9NW64,1,1,RBM22_HUMAN,reviewed,Pre-mRNA-splicing factor RBM22 (RNA-binding motif protein 22) (Zinc finger CCCH domain-containing protein 16),420
Q9NW82,1,0,WDR70_HUMAN,reviewed,WD repeat-containing protein 70,654
Q9NWB6,0,1,ARGL1_HUMAN,reviewed,Arginine and glutamate-rich protein 1,273
Q9NWF9,0,1,RN216_HUMAN,reviewed,E3 ubiquitin-protein ligase RNF216 (EC 2.3.2.27) (RING finger protein 216) (RING-type E3 ubiquitin transferase RNF216) (Triad domain-containing protein 3) (Ubiquitin-conjugating enzyme 7-interacting protein 1) (Zinc finger protein inhibiting NF-kappa-B),866
Q9NWH9,1,0,SLTM_HUMAN,reviewed,SAFB-like transcription modulator (Modulator of estrogen-induced transcription),1034
Q9NWK9,1,0,BCD1_HUMAN,reviewed,Box C/D snoRNA protein 1 (Serologically defined breast cancer antigen NY-BR-75) (Zinc finger HIT domain-containing protein 6),470
Q9NWM0,1,0,SMOX_HUMAN,reviewed,Spermine oxidase (EC 1.5.3.16) (Polyamine oxidase 1) (PAO-1) (PAOh1),555
Q9NWT6,1,1,HIF1N_HUMAN,reviewed,Hypoxia-inducible factor 1-alpha inhibitor (EC 1.14.11.30) (EC 1.14.11.n4) (Factor inhibiting HIF-1) (FIH-1) (Hypoxia-inducible factor asparagine hydroxylase),349
Q9NWV4,1,0,CZIB_HUMAN,reviewed,CXXC motif containing zinc binding protein (UPF0587 protein C1orf123),160
Q9NWV8,1,0,BABA1_HUMAN,reviewed,BRISC and BRCA1-A complex member 1 (Mediator of RAP80 interactions and targeting subunit of 40 kDa) (New component of the BRCA1-A complex),329
Q9NWW5,1,0,CLN6_HUMAN,reviewed,Ceroid-lipofuscinosis neuronal protein 6 (Protein CLN6),311
Q9NWX6,1,0,THG1_HUMAN,reviewed,Probable tRNA(His) guanylyltransferase (EC 2.7.7.79) (Interphase cytoplasmic foci protein 45) (tRNA-histidine guanylyltransferase),298
Q9NWZ5,1,0,UCKL1_HUMAN,reviewed,Uridine-cytidine kinase-like 1 (EC 2.7.1.48),548
Q9NX09,1,1,DDIT4_HUMAN,reviewed,DNA damage-inducible transcript 4 protein (HIF-1 responsive protein RTP801) (Protein regulated in development and DNA damage response 1) (REDD-1),232
Q9NX40,1,0,OCAD1_HUMAN,reviewed,OCIA domain-containing protein 1 (Ovarian cancer immunoreactive antigen domain containing 1) (Ovarian carcinoma immunoreactive antigen),245
Q9NX58,1,0,LYAR_HUMAN,reviewed,Cell growth-regulating nucleolar protein,379
Q9NX63,1,0,MIC19_HUMAN,reviewed,MICOS complex subunit MIC19 (Coiled-coil-helix-coiled-coil-helix domain-containing protein 3),227
Q9NXC5,1,1,MIO_HUMAN,reviewed,GATOR complex protein MIOS (Missing oocyte meiosis regulator homolog),875
Q9NXG2,1,1,THUM1_HUMAN,reviewed,THUMP domain-containing protein 1,353
Q9NXH9,1,1,TRM1_HUMAN,reviewed,tRNA (guanine(26)-N(2))-dimethyltransferase (EC 2.1.1.216) (tRNA 2,2-dimethylguanosine-26 methyltransferase) (tRNA(guanine-26,N(2)-N(2)) methyltransferase) (tRNA(m(2,2)G26)dimethyltransferase),659
Q9NXR1,0,1,NDE1_HUMAN,reviewed,Nuclear distribution protein nudE homolog 1 (NudE),335
Q9NXV2,1,1,KCTD5_HUMAN,reviewed,BTB/POZ domain-containing protein KCTD5,234
Q9NY12,1,0,GAR1_HUMAN,reviewed,H/ACA ribonucleoprotein complex subunit 1 (Nucleolar protein family A member 1) (snoRNP protein GAR1),217
Q9NY27,1,0,PP4R2_HUMAN,reviewed,Serine/threonine-protein phosphatase 4 regulatory subunit 2,417
Q9NY61,1,1,AATF_HUMAN,reviewed,Protein AATF (Apoptosis-antagonizing transcription factor) (Rb-binding protein Che-1),560
Q9NYB0,1,1,TE2IP_HUMAN,reviewed,Telomeric repeat-binding factor 2-interacting protein 1 (TERF2-interacting telomeric protein 1) (TRF2-interacting telomeric protein 1) (Dopamine receptor-interacting protein 5) (Repressor/activator protein 1 homolog) (RAP1 homolog) (hRap1),399
Q9NYB9,0,1,ABI2_HUMAN,reviewed,Abl interactor 2 (Abelson interactor 2) (Abi-2) (Abl-binding protein 3) (AblBP3) (Arg-binding protein 1) (ArgBP1),513
Q9NYD6,0,1,HXC10_HUMAN,reviewed,Homeobox protein Hox-C10 (Homeobox protein Hox-3I),342
Q9NYF8,1,1,BCLF1_HUMAN,reviewed,Bcl-2-associated transcription factor 1 (Btf) (BCLAF1 and THRAP3 family member 1),920
